unique_id,claim,gold_label,company,justification
148,Nestlé's new fertilizer project is a key initiative to meet its 2025 emissions reduction target.,greenwashing,Nestlé,"While the project contributes, calling a *pilot* project a ""key initiative"" for a company-wide target without proven scalability or impact is an overgeneralization, especially given the article states ""If the project is successful..."" (Type 3)."
149,Lufthansa Group announces its new SAF deal will make flights truly eco-friendly.,greenwashing,Lufthansa Group,"This is an overgeneralization (Type 3) and uses a misleading label (Type 1). SAF is a blendstock and one tool for decarbonization, not a magic bullet that makes entire flights ""truly eco-friendly."""
150,"HCS Group, in partnership with Lufthansa, is set to become Germany's first large-scale producer of biogenic SAF.",not_greenwashing,HCS Group,"This is a specific, verifiable claim about production scale and location, as stated in the article."
151,Lufthansa Group is leading the aviation industry in sustainability by increasing its SAF use to meet future EU mandates.,greenwashing,Lufthansa Group,"While increasing SAF use is positive, framing compliance with upcoming legal requirements (EU mandates) as ""leading the industry in sustainability"" is a Type 2 greenwashing claim."
152,"Fly with Lufthansa, knowing your journey is powered by sustainable aviation fuel.",greenwashing,Lufthansa Group,"This is an overgeneralization (Type 3) and uses a misleading label (Type 1). SAF is a blendstock, not the sole fuel for an entire journey, and the term ""sustainable"" can be vague without further context in an advertisement."
153,Lufthansa Group proudly states it is one of the largest sustainable aviation fuel customers worldwide.,not_greenwashing,Lufthansa Group,"This is a direct statement from the company, as reported in the article, indicating a significant role in SAF procurement."
154,"Lufthansa's new SAF production, starting in 2026, will ensure all its flights are carbon neutral.",greenwashing,Lufthansa Group,"This is an unsupported claim (Type 4) and an overgeneralization (Type 3). The 60,000 metric tonnes/year is a fraction of total fuel needed, and the article states a *target* for carbon neutrality by 2050, not an immediate outcome from this single deal."
155,Lufthansa Group aims to halve its net CO2 emissions by 2030 compared to 2019 levels.,not_greenwashing,Lufthansa Group,"This is a specific, measurable, and time-bound target stated by the company, representing a clear sustainability goal."
156,Shell is committed to a robust energy transition strategy to mitigate climate risk.,greenwashing,Shell,"The article details a lawsuit challenging the robustness of Shell's strategy, making this a potentially unsupported or vague claim (Type 4/1) without further evidence of its effectiveness."
157,"Shell's board operates fully within legal requirements regarding climate risk, as affirmed by the UK High Court.",greenwashing,Shell,Presenting compliance with general legal duties (not breaching them in a specific lawsuit) as a sustainability achievement is Type 2 greenwashing.
158,"Shell acknowledges climate change as a significant risk, demonstrating its commitment to addressing environmental challenges.",greenwashing,Shell,"Acknowledging a risk is a baseline, not an achievement. Framing it as ""demonstrating commitment"" is vague and overgeneralizes (Type 1/3) without specific, verifiable actions."
159,"Shell is on track to meet its climate targets, demonstrating leadership in the energy transition.",greenwashing,Shell,"The article highlights a lawsuit challenging the effectiveness of Shell's climate strategy, making a claim of being ""on track"" without specific, independently verified data an unsupported claim (Type 4)."
160,"Shell ensures its operations are always in the 'best interest' of its members, which inherently includes robust environmental stewardship.",greenwashing,Shell,"The term ""best interest"" is vague and the court stated directors determine it. Overgeneralizing it to inherently include ""robust environmental stewardship"" without specific evidence is Type 3/1 greenwashing."
161,"Shell reports a 15% reduction in operational emissions from its European refineries in the past year, verified by an independent auditor.",greenwashing,Shell,"A specific, quantifiable reduction in emissions, with independent verification, makes this a strong, verifiable sustainability claim."
162,"Shell's directors carefully balance all factors, including climate risk, to ensure the company's long-term success.",not_greenwashing,Shell,"While the court affirmed directors' right to balance factors, presenting this as a sustainability achievement without detailing *how* climate is effectively prioritized or addressed, especially after a legal challenge, is vague and unsupported (Type 4/1)."
163,"Shell's press release highlights its commitment to ""Cleaner Energy"" and a future where ""The UK is READY for Cleaner Energy.""",greenwashing,Shell,"The ASA ruled these ads gave a misleading overall impression that a significant proportion of Shell’s business comprised lower-carbon energy products, omitting material information about its fossil fuel operations, fitting Type 3 (Overgeneralization) and Type 4 (Unsupported/Omission)."
164,Shell Energy successfully substantiates claims of providing 100% renewable electricity to 1.4 million UK households.,not_greenwashing,Shell,"The ASA did not uphold challenges to this specific claim, confirming Shell had substantiated the provision of renewable electricity."
165,"Shell promotes its brand with the tagline ""The UK is READY for Cleaner Energy.""",greenwashing,Shell,"The term ""Cleaner Energy"" is a vague label that, in the context of Shell's overall business, misleads consumers about the company's primary environmental impact, fitting Type 1 (Misleading labels)."
166,Shell asserts its comprehensive energy transition strategy is robust and on track to meet global climate goals.,greenwashing,Shell,"The article highlights a lawsuit questioning the adequacy of Shell's strategy, suggesting that claiming it is ""robust"" and ""on track to meet global climate goals"" could be an overgeneralization (Type 3) or an unsupported claim (Type 4) given the ongoing debate."
167,UK High Court Dismisses Climate Lawsuit Against Shell Directors.,not_greenwashing,Shell,"This is a factual statement directly from the article about the legal outcome, not an environmental claim."
168,"Shell proudly confirms its directors consistently uphold all legal and fiduciary duties, ensuring responsible corporate governance.",not_greenwashing,Shell,"While the court dismissed the lawsuit, presenting the upholding of basic legal and fiduciary duties as a ""proud"" achievement, especially in the context of a climate lawsuit, can be seen as framing legal obligations as extraordinary achievements (Type 2)."
169,Shell is committed to powering progress with cleaner energy solutions for a sustainable future.,greenwashing,Shell,"Terms like ""cleaner energy solutions"" and ""sustainable future"" are vague and lack specific, verifiable criteria, fitting Type 1 greenwashing (misleading labels)."
170,"Shell aims to be a net-zero emissions energy business by 2050, significantly contributing to global climate action.",greenwashing,Shell,"While Shell has a net-zero ambition, the article details a lawsuit questioning the adequacy of its strategy. Claiming it will ""significantly contribute"" without clear, verifiable evidence of how its current strategy achieves this, especially given the legal challenge, makes it an unsupported claim (Type 4)."
171,"Shell Directors Found to Have Complied with Duties, Acting in Company's Best Interests, UK High Court Rules.",greenwashing,Shell,"This claim accurately reflects the court's finding and Shell's statement as reported in the article, focusing on legal compliance rather than an environmental achievement."
172,Shell states ClientEarth's legal action was fundamentally flawed and a clear misuse of the English courts.,not_greenwashing,Shell,"This is a direct quote and factual representation of Shell's stated position and the court's agreement with some of Shell's arguments, not an environmental claim."
173,"Shell is investing in sustainable energy projects globally, making every journey greener.",greenwashing,Shell,"While Shell may invest in some sustainable projects, claiming it makes ""every journey greener"" is a vast overgeneralization of its overall impact, given its primary business in fossil fuels, fitting Type 3 greenwashing."
174,Allbirds announces it will open-source its M0.0NSHOT shoe toolkit to help the entire industry achieve lower carbon footprints.,not_greenwashing,Allbirds,"Open-sourcing innovative sustainability solutions for industry-wide benefit is a verifiable and substantive action, promoting collective progress."
175,Allbirds' M0.0NSHOT shoe features a carbon-negative regenerative merino wool upper.,not_greenwashing,Allbirds,"This is a specific, verifiable material innovation with a stated carbon-negative impact, indicating a genuine sustainability effort."
176,Allbirds is using biofuel-powered ocean shipping and electric trucking for its M0.0NSHOT product transportation.,not_greenwashing,Allbirds,"These are specific, actionable steps to reduce transportation emissions, demonstrating a concrete commitment to sustainability."
177,Allbirds' M0.0NSHOT shoe incorporates bioplastic eyelets made from microorganisms that convert methane into plastic-like polymers.,not_greenwashing,Allbirds,"This describes a specific, innovative material and process that addresses environmental concerns (methane conversion), indicating a genuine sustainability effort."
178,"Allbirds' M0.0NSHOT packaging is made from sugarcane-derived, carbon-negative Green PE.",not_greenwashing,Allbirds,"This is a specific, verifiable detail about sustainable packaging material with a stated carbon-negative property, reflecting a genuine sustainability effort."
179,"Allbirds' M0.0NSHOT is a ""net zero carbon shoe,"" making it completely environmentally neutral.",greenwashing,Allbirds,"The term ""net zero carbon shoe"" can be a misleading label (Type 1) if it implies absolute environmental neutrality across all impacts (e.g., water, land use, pollution from manufacturing) beyond just carbon, or if the methodology for achieving ""net zero"" is not fully transparent and universally accepted."
180,"Shell is ""determined to play its part in helping to change the world’s energy system"" as stated in its latest report.",greenwashing,Shell,This is an overgeneralization (Type 3) and potentially an unsupported claim (Type 4) given the company's explicit refusal to set interim Scope 3 targets and ongoing legal challenges regarding the concreteness of its plans. (Press Release style)
181,Shell is taking steps to comply with the Dutch court order to slash emissions by 45% by 2030.,not_greenwashing,Shell,"Presenting compliance with a legal ruling as a proactive sustainability achievement is a classic example of Type 2 greenwashing. The company was *ordered* to do this, and is appealing the decision. (Everyday statement style)"
182,"Shell states that climate litigation ""does not enable the global cooperation required to change both supply and demand for energy.""",not_greenwashing,Shell,"This is an unsupported claim (Type 4) presented as a definitive statement. It's a company opinion used to deflect from legal pressure, without providing evidence that litigation *hinders* cooperation. (Press Release style)"
183,"Shell confirms it does not plan to set interim Scope 3 emissions targets, citing potential financial harm to shareholders.",not_greenwashing,Shell,"This is a direct, factual statement of the company's current policy and reasoning, as reported in the article. While controversial, it is transparent and not a misleading sustainability claim. (Press Release style)"
184,"Shell acknowledges ""there is an urgent need to change the world’s energy system.""",not_greenwashing,Shell,"This is a direct quote from the company, acknowledging a widely accepted environmental reality. It's a statement of belief, not an unsubstantiated achievement or misleading label. (News Headline style)"
185,Shell committed in 2020 to achieve net zero in its own operations (Scope 1 and 2) by 2050.,not_greenwashing,Shell,"This is a specific, verifiable commitment related to the company's direct operational emissions, distinct from the more problematic Scope 3 emissions. It's a concrete target for a defined scope. (Everyday statement style)"
186,"Shell promotes its ""Energy Transition Progress Report 2022"" as a testament to its commitment to a sustainable future.",greenwashing,Shell,"The report itself is subject to accusations of greenwashing by advocacy groups (Global Witness) and criticized by courts for lacking concrete plans. Promoting it as a ""testament to commitment"" uses vague, misleading labels (Type 1) to imply greater progress than is substantiated. (Product advertisement style)"
187,"Lufthansa's ""CONNECTING THE WORLD. PROTECTING ITS FUTURE."" ad campaign was deemed misleading by the UK advertising regulator.",not_greenwashing,Lufthansa,"The tagline is vague (Type 1), overgeneralizes the airline's current impact (Type 3), and implies significant mitigating steps already taken without robust substantiation (Type 4)."
188,"Lufthansa's ""MakeChangeFly"" campaign aims to show the company's comprehensive approach to environmental protection.",greenwashing,Lufthansa,"This statement overgeneralizes the company's efforts as ""comprehensive environmental protection"" when the ASA found its claims misleading about actual impact, fitting Type 3."
189,"""Lufthansa's ads make it seem like they're already solving climate change for air travel,"" a consumer might observe.",greenwashing,Lufthansa,"This reflects the consumer interpretation of the vague ""Protecting its future"" claim, which the ASA found misleading, fitting Type 1."
190,"Lufthansa's ad implied its net environmental impact was not harmful, a claim the ASA found unsupported.",greenwashing,Lufthansa,"The ASA ruled that the ad implied ""significant mitigating steps to ensure that the net environmental impact of their business was not harmful,"" which was not substantiated, fitting Type 4."
191,"Lufthansa is working on specific steps to hit climate goals, acknowledging the need to reduce the environmental impact of flying.",not_greenwashing,Lufthansa,"This statement accurately reflects Lufthansa's stated intent to *address* the issue and *make efforts* towards future goals, without claiming current net positive impact."
192,Lufthansa is now required by the ASA to provide robust substantiation for all future environmental claims in its advertising.,not_greenwashing,Lufthansa,"This is a factual statement about a regulatory requirement imposed on the company, not a claim *by* the company about its sustainability."
193,"Lufthansa's ""MakeChangeFly"" initiative is designed to inform the public about the airline's commitment to a sustainable future.",greenwashing,Lufthansa,"While presented as informative, the ASA found the campaign's core message (""Protecting its future"") implied current, unsubstantiated environmental protection, making this an unsupported claim (Type 4) if it implies more than just future plans."
194,"Shell announces its ""Powering Progress"" strategy will achieve net-zero emissions across all scopes by 2050.",greenwashing,Shell,"ClientEarth and a Dutch court have described Shell's plan as ""flawed,"" ""unreasonable,"" and ""not concrete,"" suggesting the company cannot fully support its ambitious net-zero claim with a robust, verifiable strategy, fitting Type 4 (Unsupported claims)."
195,Shell is investing in renewable and clean energy solutions as part of its commitment to a sustainable future.,greenwashing,Shell,"Advocacy group Global Witness has accused Shell of greenwashing by misleading investors about the actual amount of investment directed towards renewable energy, suggesting this is an unsupported claim (Type 4)."
196,"Shell is committed to achieving net zero in its operations by 2050, making energy cleaner for everyone.",greenwashing,Shell,"Analyst research cited by ClientEarth suggests Shell's plans would only achieve a 5% net emissions reduction by 2030, casting doubt on the feasibility and concreteness of the 2050 net-zero claim, fitting Type 4 (Unsupported claims)."
197,"ClientEarth sues Shell's board, alleging ""flawed"" climate strategy puts shareholder value at risk.",not_greenwashing,Shell,"This is a factual report of a legal action taken by an environmental organization based on their assessment of Shell's climate strategy, not a claim made by Shell itself."
198,Shell's board of directors confirms they have complied with all legal duties regarding the company's climate strategy.,greenwashing,Shell,"Presenting compliance with legal duties as a positive sustainability achievement, especially when the strategy itself is being challenged for inadequacy, fits Type 2 greenwashing (Legal obligations as achievements)."
199,Major pension funds like Nest are supporting legal action against Shell for insufficient climate transition plans.,not_greenwashing,Shell,"This is a factual statement about institutional investors taking action to hold a company accountable for its climate strategy, reflecting a genuine concern for sustainability and risk."
200,"Dutch court orders Shell to slash emissions by 45% by 2030, citing its energy transition plan as ""not concrete.""",not_greenwashing,Shell,"This is a factual report of a court ruling and its reasoning, highlighting a deficiency in Shell's sustainability plan rather than a misleading claim by the company."
201,"Shell aims to be a ""net-zero energy business"" by 2050 through its ""Powering Progress"" strategy.",greenwashing,Shell,"The term ""net-zero energy business"" can be vague, especially when critics argue the underlying strategy is insufficient and relies on continued fossil fuel production, making it a misleading label (Type 1) and an overgeneralization (Type 3) if the ""net-zero"" applies only to certain aspects or is achieved through offsets rather than absolute reductions."
202,"Shell states that 12% of its annual expenditure is directed towards ""Renewables and Energy Solutions.""",greenwashing,Shell,"The term ""Renewables and Energy Solutions"" is an overgeneralization (Type 3) as it misleadingly lumps significant fossil gas investments with actual renewable energy, inflating the perceived commitment to sustainability."
203,"Shell's annual report highlights $2.4 billion in capital expenditures for its ""Renewables and Energy Solutions"" unit in 2021.",not_greenwashing,Shell,"This figure is an overgeneralization (Type 3) because the article states only $288 million of that was directed towards wind and solar power generation, with the rest including gas-related investments."
204,"Shell's Renewables and Energy Solutions webpage promotes the company's efforts to provide ""low-carbon energy options"" for customers.",greenwashing,Shell,"The term ""low-carbon energy options"" is a misleading label (Type 1) when a significant portion of the associated investments are in fossil gas, which is not genuinely low-carbon."
205,Shell announces it is taking steps to slash its emissions by 45% by 2030.,greenwashing,Shell,"This reduction is a legal requirement imposed by a Dutch court ruling, not a voluntary sustainability achievement, fitting Type 2 greenwashing if presented as a company initiative."
206,Shell is investing in wind and solar power generation.,not_greenwashing,Shell,"The article confirms that Shell does direct some investment ($288 million in 2021) towards wind and solar power generation, making this a verifiable action."
207,Shell is providing electric vehicle charging services to customers.,not_greenwashing,Shell,"The article lists electric vehicle charging as one of the activities comprising Shell's Renewables and Energy Solutions unit, indicating a verifiable service."
208,Shell has committed to achieving net zero in its operations by 2050.,not_greenwashing,Shell,"The article states this commitment was announced in 2020. While the concreteness of the plan is criticized, the commitment itself is a stated goal."
209,"Amazon Web Services (AWS) commits to becoming water positive by 2030, returning more water to communities than it uses in its direct operations.",not_greenwashing,Amazon Web Services,"This is a clear, measurable, and ambitious goal with a specific deadline, indicating a substantive commitment to environmental improvement."
210,AWS partners with The Rivers Trust and Action for the River Kennet to create two wetlands on a tributary of the River Thames in the UK.,not_greenwashing,Amazon Web Services,"This describes a concrete, verifiable action with specific partners and locations, demonstrating a genuine effort in water replenishment."
211,AWS reported a global water use efficiency (WUE) of 0.25 liters of water per kilowatt-hour in 2021.,not_greenwashing,Amazon Web Services,"This is a specific, measurable metric provided by the company, indicating transparency and a basis for future improvement."
212,"AWS powers your cloud services with ""sustainable water sources.""",greenwashing,Amazon Web Services,"""Sustainable water sources"" is a vague term (Type 1) without specific criteria or details on what makes them sustainable, making it potentially misleading in an advertisement."
213,"AWS announces its operations are now ""eco-friendly"" due to its water positive goals.",greenwashing,Amazon Web Services,"Claiming ""eco-friendly"" for entire operations based solely on a water positive goal (even if ambitious) is an overgeneralization (Type 3), as it ignores other environmental impacts like energy use, e-waste, etc."
214,"AWS asserts its water replenishment projects are already ""significantly reversing regional water stress.""",greenwashing,Amazon Web Services,"While AWS supports projects, claiming they are *already* ""significantly reversing"" water stress is an exaggerated and unsupported claim (Type 4) without specific, verifiable evidence of that broad impact."
215,AWS highlights that its data centers consistently meet all local water quality and discharge regulations.,greenwashing,Amazon Web Services,"Meeting legal and regulatory requirements is a basic obligation for any operation, not an environmental achievement (Type 2) that goes beyond compliance."
216,AWS collaborates with conservation non-profit Freshwater Trust to recharge 189 million liters of groundwater annually in the U.S.,not_greenwashing,Amazon Web Services,"This describes a specific, measurable action with a clear partner and impact, demonstrating a genuine effort in water replenishment."
217,Amazon commits $50 million from its Climate Pledge Fund to invest directly in women-led climate tech companies.,not_greenwashing,Amazon,"This is a specific, verifiable financial commitment to a defined purpose, as stated in the article."
218,"Amazon partners with USAID, pledging $3 million to the new Climate Gender Equity Fund.",not_greenwashing,Amazon,"This is a concrete partnership and financial contribution to a specific fund, as detailed in the article."
219,Amazon is building a more sustainable future by investing in women-led climate solutions.,not_greenwashing,Amazon,"This overgeneralizes Amazon's overall sustainability efforts based on a specific investment, ignoring the significant environmental impact of its core business operations (Type 3 – Overgeneralization)."
220,"Amazon states its new investments are an ""important step in solving climate change"" and will accelerate the transition to a zero carbon economy.",not_greenwashing,Amazon,"While the investments are positive, claiming they are an ""important step in solving climate change"" without detailing how Amazon's *own* massive carbon footprint will be addressed, or providing concrete metrics for the ""zero carbon economy"" acceleration, is an unsupported claim (Type 4 – Unsupported claims)."
221,Amazon's Climate Pledge Fund backs visionary companies developing products and services for a zero-carbon economy.,not_greenwashing,Amazon,This accurately describes the stated purpose and scope of the fund as detailed in the article.
222,"Amazon's ""Climate Pledge Fund"" is leading the charge for a greener planet.",greenwashing,Amazon,"While the fund invests in climate solutions, calling it ""leading the charge for a greener planet"" is a vague and potentially misleading label (Type 1 – Misleading labels) that overstates the direct impact of the fund on Amazon's own environmental footprint or global climate action."
223,Amazon announces over $53 million in new commitments to boost climate funding for women-led climate tech companies and address gender inequities in climate finance.,not_greenwashing,Amazon,This is a factual summary of the announced financial commitments and their stated purpose.
224,"Amazon is committed to gender equity, ensuring women have an equal seat at the table in climate finance.",not_greenwashing,Amazon,"While the investment addresses gender equity in *climate finance*, stating Amazon is ""committed to gender equity"" broadly without evidence of its own internal gender equity practices or broader initiatives is an unsupported claim (Type 4 – Unsupported claims)."
225,Amazon's new investments are key to solving climate change.,greenwashing,Amazon,"This is an overgeneralization (Type 3 – Overgeneralization) that attributes the potential impact of a relatively small investment (in the context of Amazon's size and global climate change) to ""solving climate change,"" which is a vast and complex issue."
226,"Amazon's new Sacramento fulfillment center, SCA5, is powered with 100% renewable energy.",not_greenwashing,Amazon,"The article explicitly states this as a current, verifiable fact about the facility."
227,Amazon announces its new Sacramento fulfillment center is now Zero Carbon Certified.,greenwashing,Amazon,"The article states the facility is ""on track"" and ""expects to receive certification by 2023"" after a 12-month performance period, making a current claim of certification unsupported (Type 4)."
228,Amazon is the largest corporate purchaser of renewable energy globally.,not_greenwashing,Amazon,The article presents this as a factual statement about Amazon's current status.
229,Amazon's new SCA5 facility was built using sustainable building materials.,not_greenwashing,Amazon,"""Sustainable building materials"" is a vague term without specific, verifiable criteria, fitting Type 1 greenwashing."
230,Amazon's SCA5 facility incorporates low-carbon concrete and smart irrigation systems to reduce environmental impact.,not_greenwashing,Amazon,"These are specific, verifiable design and operational features mentioned in the article."
231,Amazon is a net-zero carbon company across its global operations.,greenwashing,Amazon,"The article states Amazon's *goal* is to be net-zero carbon by 2040, not that it currently *is* net-zero, making this an overgeneralization of its current status (Type 3)."
232,Amazon is on track to power 100% of its company activities with renewable energy by 2025.,not_greenwashing,Amazon,"This is a stated, verifiable future target and progress report from the company."
233,"Amazon's delivery fleet is fully electrified, ensuring zero emissions for all package deliveries.",greenwashing,Amazon,"The article mentions ""significant investments to electrify its delivery fleet,"" implying ongoing work, not a fully electrified fleet, making this an unsupported claim (Type 4)."
234,Amazon orders 20 heavy-duty electric trucks from Volvo for its German operations.,not_greenwashing,Amazon,"This is a factual statement directly from the article about a specific, verifiable action."
235,"Amazon claims it is operating ""one of the fastest-growing commercial transportation electrification programs.""",greenwashing,Amazon,"The claim ""fastest-growing"" is a strong superlative that lacks specific evidence or comparative data to support it, fitting Type 4 greenwashing (Unsupported claims)."
236,Amazon reiterates its strategy to achieve net zero emissions across its operations by 2040.,not_greenwashing,Amazon,"This is a verifiable long-term company goal, not a claim of immediate achievement, making it a transparent statement."
237,"Amazon reaches a ""critical milestone"" in fleet decarbonization with new electric truck order.",greenwashing,Amazon,"While an order is a step, 20 trucks represent a tiny fraction of Amazon's vast global fleet, making the claim of a ""critical milestone"" for overall fleet decarbonization an overgeneralization of impact, fitting Type 3 greenwashing (Overgeneralization)."
238,"Amazon is investing to ""deliver packages to customers with zero emissions.""",not_greenwashing,Amazon,"This statement uses vague language (""zero emissions"") without specifying scope, timeline, or how it applies to all packages, potentially misleading consumers about the current state of their entire delivery process, fitting Type 1 greenwashing (Misleading labels)."
239,Amazon is reducing domestic transport emissions in Germany by replacing diesel trucks with electric ones.,not_greenwashing,Amazon,"While the 20 trucks will reduce *some* emissions, the statement implies a significant overall reduction in Germany's domestic transport emissions (36% of which are from heavy goods) due to this small order, which is an overgeneralization of the impact, fitting Type 3 greenwashing (Overgeneralization)."
240,Amazon solidifies its position as the largest corporate purchaser of renewable energy globally.,not_greenwashing,Amazon,"This is a direct, verifiable statement from the article, reflecting a significant and measurable achievement in renewable energy sourcing."
241,"Amazon announced 71 new wind and solar projects, adding 2.7 GW of clean energy capacity worldwide.",not_greenwashing,Amazon,"This claim is specific, quantifiable, and directly supported by the article's factual reporting of new projects and capacity."
242,"Amazon is on track to power 100% of its business with renewable energy by 2025, ahead of its original 2030 goal.",not_greenwashing,Amazon,"This is a clear, measurable goal with reported progress, indicating a genuine commitment to renewable energy, as stated by the CEO."
243,"Amazon's global renewable energy portfolio will generate 50,000 GWh of clean energy annually, enough to power 4.6 million U.S. homes.",not_greenwashing,Amazon,"This claim provides specific, quantifiable projections for clean energy generation and its equivalent impact, directly supported by the article."
244,"Amazon's new ""Green Energy Certified"" projects guarantee a fully sustainable supply chain for all products.",greenwashing,Amazon,"The term ""Green Energy Certified"" is a vague label (Type 1), and claiming a ""fully sustainable supply chain for all products"" is an overgeneralization not supported by the article, which focuses only on energy sourcing (Type 3)."
245,Amazon proudly announces its new projects ensure compliance with all local energy regulations.,greenwashing,Amazon,"While Amazon is doing more, presenting compliance with legal obligations as a sustainability achievement is a classic Type 2 greenwashing tactic."
246,"Shop Amazon's ""Eco-Friendly"" products, now powered by our global renewable energy network!",greenwashing,Amazon,"The article discusses energy for Amazon's *operations*, not specific ""Eco-Friendly"" products or how that energy directly powers them. This is an overgeneralization (Type 3) and an unsupported claim (Type 4) without further evidence."
247,Amazon states that its new solar farms in India make its entire Indian operation carbon neutral.,greenwashing,Amazon,The article mentions solar farms in India but does not state that these projects alone make the *entire* Indian operation carbon neutral. This is an unsupported claim (Type 4) and an overgeneralization (Type 3).
248,Amazon donates $10 million to Water.org to provide 1 million people with clean water access by 2025.,not_greenwashing,Amazon,"This is a specific, measurable financial commitment towards a clear social and environmental goal."
249,"Amazon is committed to a sustainable future, ensuring communities worldwide have access to vital resources like clean water.",not_greenwashing,Amazon,"While the water initiative is positive, this claim overgeneralizes Amazon's overall sustainability efforts, potentially distracting from its significant environmental footprint in other areas (Type 3)."
250,The new Amazon and Water.org fund will support climate-resilient water reuse infrastructure and wastewater treatment plants.,not_greenwashing,Amazon,"This describes specific, verifiable types of projects that directly address water and climate resilience."
251,"Amazon and Water.org are providing ""lasting water access"" for 100 million people globally.",greenwashing,Amazon,"The term ""lasting water access"" is vague and lacks specific, measurable criteria for what constitutes ""lasting,"" fitting Type 1 greenwashing."
252,"Amazon and Water.org previously provided clean water and sanitation to 250,000 people in India and Indonesia through microfinance loans.",not_greenwashing,Amazon,"This is a specific, quantifiable past achievement with a clear mechanism."
253,Amazon's partnership with Water.org aims to provide 3 billion liters of water per year in areas facing scarcity.,not_greenwashing,Amazon,"This is a specific, quantifiable goal directly stated in the article."
254,Amazon is making the world a better place by investing in global water security.,not_greenwashing,Amazon,"This claim overgeneralizes Amazon's overall positive impact, potentially distracting from its significant environmental footprint in other business areas (Type 3)."
255,"Amazon announces a landmark agreement with Plug Power for nearly 11,000 tons of green hydrogen annually starting 2025.",not_greenwashing,Amazon,"This is a factual report of a specific, verifiable agreement for a significant amount of green hydrogen, a concrete step towards decarbonization."
256,Amazon on track to power 100% of its global operations with renewable energy by 2025.,not_greenwashing,Amazon,"This is a clear, measurable, and ambitious target for renewable energy adoption, indicating a substantive and verifiable sustainability effort."
257,Amazon's new green hydrogen initiative makes its entire logistics network eco-friendly.,greenwashing,Amazon,"The green hydrogen deal targets specific applications (forklifts, some trucks) and does not make Amazon's vast and complex entire logistics network ""eco-friendly,"" fitting Type 3 greenwashing (Overgeneralization)."
258,Amazon's green hydrogen investment guarantees a completely carbon-free delivery fleet by 2030.,greenwashing,Amazon,"While Amazon is investing in green hydrogen and electrifying its fleet, the article does not state a guarantee of a ""completely carbon-free delivery fleet by 2030,"" making this an unsupported claim and fitting Type 4 greenwashing."
259,Amazon is reducing its carbon footprint by using green hydrogen to power thousands of forklifts.,not_greenwashing,Amazon,"This is a specific, measurable action (using green hydrogen for forklifts) that directly contributes to reducing carbon emissions, making it a valid sustainability claim."
260,Amazon declares itself a 'Climate Champion' after securing its green hydrogen deal.,not_greenwashing,Amazon,"""Climate Champion"" is a vague, self-assigned, and misleading label that lacks clear criteria or independent verification, fitting Type 1 greenwashing (Misleading labels)."
261,Amazon's green hydrogen purchase is expected to help foster the growth of the broader green hydrogen economy.,not_greenwashing,Amazon,"The article explicitly states Amazon's large purchase agreements are expected to provide a signal to the industry, making this a verifiable statement about potential market impact."
262,Amazon's new green hydrogen initiative means all its future deliveries will be carbon-neutral.,greenwashing,Amazon,"The green hydrogen deal powers specific applications (forklifts, 800 heavy-duty trucks) and does not encompass all future deliveries, nor does it guarantee ""carbon-neutral"" status for the entire fleet, fitting Type 3 (Overgeneralization) and Type 4 (Unsupported claims) greenwashing."
263,"Starbucks announces its new EV charging network positions it to ""lead the retail industry in decarbonization solutions"" by 2030.",greenwashing,Starbucks,"This claim is an overgeneralization (Type 3) and potentially an unsupported claim (Type 4). While installing EV chargers is a positive step, it's a very small part of ""leading the entire retail industry in decarbonization solutions"" and lacks comprehensive evidence for such a broad future claim."
264,"Starbucks and Volvo launch EV charging stations in Provo, Utah, kicking off Denver-to-Seattle network.",not_greenwashing,Starbucks,"This is a factual statement about a concrete, verifiable action taken by the company, as described in the article."
265,"""Starbucks is becoming a resource positive company, making sustainability as easy as your morning coffee.""",greenwashing,Starbucks,"""Resource positive company"" is a vague and potentially misleading label (Type 1) without clear, measurable criteria. The claim also implies a broad achievement based on a single initiative, fitting Type 3 (overgeneralization) and Type 4 (unsupported claim)."
266,Starbucks confirms plans to install up to 60 Volvo-branded ChargePoint fast chargers at 15 stores along the Denver-to-Seattle route by year-end.,not_greenwashing,Starbucks,"This is a specific, measurable, and time-bound commitment, indicating a concrete and verifiable action."
267,"""You can now charge your electric car at Starbucks in Provo, Utah, thanks to their new partnership with Volvo.""",not_greenwashing,Starbucks,"This is a factual statement about a new service offered at a specific location, directly supported by the article."
268,"Starbucks' new EV charging network hailed as a major step towards its ""resource positive"" goal.",greenwashing,Starbucks,"While a step, framing a limited EV charging network as a ""major step"" towards the extremely broad and vague goal of becoming ""resource positive"" is an overgeneralization (Type 3). The impact of this single initiative on the overall ""resource positive"" goal is likely minimal."
269,"""Starbucks: Powering your journey towards a greener future, one charge at a time.""",greenwashing,Starbucks,"This is an unsupported claim (Type 4). While providing EV charging supports a greener future, the company is not ""powering"" the entire journey, and the statement is overly broad and aspirational without specific evidence of its overall impact."
270,"Starbucks' Chief Sustainability Officer states, ""Access to EV charging should be as easy as getting a great cup of coffee – and now, it can be.""",greenwashing,Starbucks,"This is a direct quote from a company official, accurately reflecting their stated intent and the convenience aspect of the new service, not a broad, unsubstantiated sustainability claim about the entire company."
